Did you receive my message?	Natanggap mo ba ang aking mensahe?
Have you found a new job yet?	Nakahanap ka na ba ng bagong trabaho?
Should I telephone you or send an email?	Dapat ko bang tawagan ka or padalhan ng email?
Do you want tea, coffee, or espresso?	Gusto mo ba ng tsaa, kape, o espresso?
What happened?	Anong nangyari?
Where do you work?	Saan ka nagtatrabaho?
Who won the Cup Final in 1997?	Sino ang nanalo sa kompetisyon noong 1997?
Leave your coat in the hall.	Iwan mo ang iyong amerikana sa bulwagan.
Give me your phone number.	Ibigay mo sa akin ang numero ng iyong telepono.
Don't shut the door.	Wag mong isara ang pinto.
Stop!	Tigil!
What a stupid man he is!	Napakatanga naman niyang lalaki!
How wonderful you look!	Napakaganda mo naman!
Think about your communication in daily life.	Isipin mo kung paano ka makipagusap sa pangaraw-araw.
I don't like to gamble.	Ayaw kong magsugal.
The dog is sleeping on the couch.	Ang aso'y natutulog sa sopa.
Studying makes taking a test easier.	Dumadali ang pagsusulit kapag nagaaral.
I am hungry.	Gutom na ako.
I am hungry!	Gutom na ako!
Please don't give the dog chocolate.	Parang awa mo na wag mo bibigyan ng tsokolate ang aso.
Penelope is from a small town.	Si Penelope ay galing sa isang maliit na bayan.
Is Penelope from a small town?	Galing ba si Penelope sa isang maliit na bayan?
What is a Sentence?	Ano ang isang pangungusap?
He is reading.	Nagbabasa siya.
We have apple in the refrigerator.	Mayroon kaming mansanas sa pridyeder.
It's hot outside.	Mainit sa labas.
If I had to choose, I would say that my favorite fruit is a banana.	Kung papipiliin ako, sasabihin kong ang paborito kong prutas ay saging.
Where do we make our next turn?	Saan tayo susunod na liliko?
I need that salary!	Kailangan ko yung sweldo na iyon!
Give me the tools.	Ibigay mo sa akin ang mga kagamitan.
Joe went to the store.	Pumunta si Joe sa tindahan.
Sarah and Jessie are going swimming.	Magsiswimming sina Sara at Jessie.
The frog jumped and landed in the pond.	Tumalon ang palaka at bumagsak sa lawa.
Can I have some juice to drink?	Pupwede ba akong magkaroon ng juice para inumin?
The pizza smells delicious.	Amoy masarap ang pizza.
There is a fly in the car with us.	Mayroong tayong kasamang lamok sa kotse.
Look on top of the refrigerator for the key.	Tumingin ka sa taas ng pridyider para sa susi.
I am out of paper for the printer.	Naubusan ako ng papel para sa printer.
Will you help me with the math homework?	Pupwede mo ba akong tulungan sa aking takdang aralin sa sipnayan?
The music is too loud for my ears.	Sobra sa lakas ang tugtog para sa aking tenga.
Joe waited for the train.	Naghintay si Joe para sa tren.
The train was late.	Nahuli ang dating ng tren.
Mary and Samantha took the bus.	Sumakay si Mary at Samantha sa bus.
Some students like to study in the mornings.	Gusto ng ibang magaaral magaral sa umaga.
Joe waited for the bus.	Naghintay si Joe para sa bus.
The bus was late.	Nahuli ang dating ng bus.
The girl ran to her room.	Tumakbo ang babae sa kanyang kwarto.
The baby cried.	Umiyak ang sanggol.
The singer bowed.	Yumuko ang mangangawit.
The runner runs fast.	Mabilis tumakbo ang mananakbo.
Nestor goes to the office early.	Maaga pumunta si Nestor sa opisina.
He plays basketball.	Naglalaro siya ng basketbol.
Kay waited for the results.	Naghintay si Kay para sa resulta.
She works in a post office.	Nagtatrabaho siya sa tanggapan ng koreo.
Greg works in a bank.	Nagtatrabaho si Greg sa banko.
They live in Washington.	Nakatira sila sa Washington.
I eat breakfast at 8:00 a.m.	Kumakain ako ng agahan pag alas otso ng umaga.
She goes to work at 9:00 a.m.	Pumapasok siya sa trabaho pag alas nuebe ng umaga.
Eddy plays basketball every Friday.	Naglalaro si Eddy ng basketbol tuwing biyernes.
Penny starts class at 10:00.	Nagsisimula ang klase  ni Penny ng alas diez.
He don't drink beer.	Hindi siya umiinom ng serbesa.
The ice melts quickly.	Ang yelo ay mabilis matunaw.
Run!	Takbo!
Melt!	Matunaw ka!
Jill reads.	Si Jill ay nagbabasa.
Drugs kill.	Nakakamatay ang droga.
Change happens.	Ang pagbabago ay nangyayari.
It's raining cats and dogs.	Umuulan ng pusa't aso.
The wind is blowing hard.	Malakas ang ihip ng hangin.
I take.	Kumukuha ako.
You take.	Kumuha ka.
We take.	Kukuha tayo.
They take.	Kumuha sila.
He takes.	Kumuha siya.
She takes.	Kumuha siya.
I smoke.	Ako ay naninigarilyo.
I work in Bangalore.	Nagtatrabaho ako sa Bangalore.
New York is a large city.	Ang New York ay isang malaking lungsod.
We catch the car every day.	Hinihintay namin ang kotse araw-araw.
It rains every afternoon.	Umuulan tuwing hapon.
They drive to New York every summer.	Bumabiyahe sila papuntang New York tuwing tag-araw.
Her mother is in New York.	Ang nanay niya ay nasa New York.
Ramu, who will be 55 this year, jogs every day.	Si Ramu, na magiging limamputlimang taong gulang ngayong taon, ay tumatakbo araw-araw.
Ramu never jogs.	Kahit kailan ay hindi tumatakbo si Ramu.
Does Ramu jog on Sundays?	Tumatakbo ba si Ramu tuwing linggo?
Raj works hard.	Nagtatrabaho ng maigi si Raj.
Raj doesn't work hard.	Hindi nagtatrabaho ng maigi si Ramu.
Jim builds houses for a living.	Si Jim ay gumagawa ng mga bahay bilang kanyang kabuhayan.
What does Jim do for a living?	Ano ang hanapbuhay ni Jim?
They play basketball every Sunday.	Naglalaro sila ng basketbol tuwing linggo.
At what time, do you usually eat dinner?	Anong oras ka kadalasan kumakain ng hapunan?
London is in England.	Ang London ay nasa Inglatera.
London is not in France?	Ang London ay wala sa Pransya?
You can't live without water.	Hindi ka mabubuhay kung walang tubig.
Can you live without water?	Kaya mo bang mabuhay ng walang tubig?
The sun sets in the west.	Ang araw ay lumulubog sa kanluran.
Water freezes.	Ang tubig ay nagiging yelo.
The Earth revolves around the Sun.	Ang mundo ay umiikot sa araw.
Sarah is a good girl.	Si Sarah ay isang mabait na babae.
When does it start snowing?	Kailan ba nagsisimula magnyebe?
I speak French.	Marunong ako magsalita ng Pranses.
I don't speak Japanese.	Hindi ako marunong magsalita ng hapon.
Tom thinks it's a good idea.	Tingin ni Tom ay maganda itong ideya.
I agree.	Ako ay sumasangayon.
They have a lot of money.	Marami silang pera.
They don't have any money.	Wala silang kahit anong pera.
Do they have some money?	Mayroon ba silang pera?
I feel so tired.	Ako ay pagod na.
You are brilliant!	Napakatalino mo!
They don't need his help.	Hindi nila kailangan ang tulong na ito.
We produce lasers for cosmetic surgery.	Gumagawa kami ng mga laser para sa cosmetic surgery.
He drinks tea at breakfast.	Siya ay umiinom ng tsaa kapag agahan.
She only eats fish.	Isda lamang ang kinakain niya.
They watch television regularly.	Nanonood sila ng telebisyon araw-araw.
They move into their new home next week.	Lilipat sila sa kanilang bagong bahay sa susunod na linggo.
You walk for two hundred meters, then you turn left.	Lalakad ka ng dalawangdaang metro, saka ka liliko ng kaliwa.
Open the packet and pour the contents into the hot water.	Buksan mo ang pakete at ibuhos mo ang laman sa mainit na tubig.
You take the 6th bus to Bangalore and then the 10th to England.	Sakyan mo ang pang-anim na bus papuntang Bangalore saka ang pang-sampu na bus papuntang Inglatera.
Your exam starts at 9.	Magsisimula ang exam mo ng alas nuebe.
His mother arrives tomorrow.	Darating ang nanay niya bukas.
Our holiday starts on the 26th of March.	Magsisimula ang ating bakasyon sa ika-26 ng marso.
I think.	Tingin ko.
Do I think?	Tingin ko ba?
I do not think.	Tingin ko hindi.
You think.	Magisip ka.
Do you think?	Tinggin mo ba?
You do not think.	Hindi ka nagiisip.
He thinks.	Nagiisip siya.
Does he think?	Nagiisip ba siya?
He does not think.	Hindi siya nagiisip.
She thinks.	Nagiisip siya.
Does she think?	Nagiisip ba siya?
She does not think.	Hindi siya nagiisip.
It thinks.	Nagiisip ito.
Does it think?	Nagiisip ba ito?
It does not think.	Hindi ito nagiisip.
We think.	Tingin namin.
Do we think?	Nagiisip ba tayo?
We do not think.	Tingin namin hindi.
They think.	Tingin nila.
Do they think?	Nagiisip ba sila?
They do not think. 	Hindi sila nagiisip.
Masa is a nice cat.	Si Masa ay isang mabait na pusa.
She lives with the Wilsons.	Nakatira siya kasama ang mga Wilsons.
She's very happy there.	Napakasaya niya doon.
Every morning, she sunbathes by the window.	Tuwing umaga, bumababad siya sa araw sa bintana.
In the afternoon, she plays in her cat house. 	Tuwing tanghali, naglalaro siya sa kanyang bahay pusa.
Then one day, Masa vanishes.	Tapos isang araw, nawala si Masa.
I answer all questions.	Ako ay sumasagot ng lahat ng tanong.
I face all the difficulties. 	Ako ay humaharap ng lahat ng paghihirap.
I forgive all the mistake.	Ako ay nagpapatawad ng lahat ng kamalian.
I forgot the answer.	Ako ay nakalimot ng sagot.
I distribute answer sheets.	Ako ay namamahagi ng sulatan ng sagot.
I count books.	Ako ay nagbibilang ng libro.
I describe answers.	Ako ay naglalarawan ng mga sagot.
I catch a ball.	Ako ay sumasalo ng bola.
I brush before breakfast.	Ako ay nagsisipilyo bago mag-agahan.
I celebrate a birthday.	Ako ay nagdidiwang ng isang kaarawan.
I donate blood.	Ako ay nagbibigay ng aking dugo.
I burn books.	Ako ay nagsusunod ng mga libro.
I cook breakfast.	Ako ay nagluluto ng agahan.
I approached a bus stop.	Ako ay lumapit sa paradahan ng bus.
I am driving a car.	Ako ay nagmamaneho ng kotse.
I educate children.	Ako ay nagtuturo ng mga bata.
I change clothes.	Ako ay nagpapalit ng damit.
I collect coins.	Ako ay nangongolekta ng barya.
I close the computer.	Ako ay nagsasara ng kompyuter.
I finish a course.	Ako ay tumatapos ng isang kurso.
I consult a doctor.	Ako ay nangungunsulta sa isang doktor.
I come early.	Ako ay dumadating ng maaga.
I boil eggs.	Ako ay nagpapakulo ng mga itlog.
I calculate equations.	Ako ay kumakalkula ng mga eqwasyon.
I download files.	Ako ay nagdodownload ng mga files.
I came first.	Ako ay naunang dumating.
I divide food.	Ako ay naghahati ng pagkain.
I dress formally.	Ako ay nagdadamit ng pormal.
I beat her.	Tinatalo ko siya.
I beautify her.	Pinapaganda ko siya.
I kissed her.	Hinalikan ko siya.
I call her.	Tinatawagan ko siya.
I canvass her.	Kinanvass ko siya.
I challenge her.	Hinamon ko siya.
I confuse her.	Nililito ko siya.
I congratulate her.	Binati ko siya.
I disturb her.	Iniistorbo ko siya.
I found her.	Nahanap ko siya.
I entered a home.	Pumasok ako sa isang tahanan.
I carried an id card.	Nagdala ako ng isang id card.
I capture images.	Kumukuha ako ng mga larawan.
I chat in WhatsApp.	Nagchachat ako sa WhatsApp.
I sleep in class.	Natutulog ako sa klase.
I dance in my room.	Sumasayaw ako sa kwarto ko.
I fish in the lake, not in the sea.	Nangingisda ako sa lawa, hindi sa dagat.
I believe in truth.	Naniniwala ako sa katotohanan.
I avoided the last exam.	Iniwasan ko yung huling pagsusulit.
I consider the last result.	Isinasaalang-alang ko ang huling resulta.
I show my marks.	Ipinapakita ko ang aking mga marka.
I completed MBA.	Nakatapos ako ng MBA.
I correct mistakes.	Itinatama ko ang mga mali.
I am charging my mobile.	Chinacharge ko ang aking telepono.
I earn money.	Kumikita ako ng pera.
I give money.	Namimigay ako ng pera.
I wake up in the morning.	Gumigising ako sa umaga.
I clicked the mouse button.	Pinindot ko ang pindutan ng mouse.
I declare my incomes.	Ipinapahayag ko ang aking kita.
I disclose my incomes.	Ibinubunyag ko ang aking kita.
I express my opinion.	Ipinapahayag ko ang aking opinyon.
I decorate my room.	Pinapaganda ko ang aking kwarto.
I empty my wallet.	Inuubos ko ang laman ng aking pitaka.
I create a new idea.	Gumagawa ako ng isang bagong ideya.
I discuss new ideas.	Tinatalakay ko ang mga bagong ideya.
I afford a new loan.	Kaya kong magbayad ng panibagong utang.
I allow a new member to enter.	Pinapayagan ko ang isang bagong miyembro na pumasok.
I discovered a new planet.	Nakadiskubre ako ng isang bagong planeta.
I constructed a new room.	Gumawa ako ng isang panibagong kwarto.
I deleted old files.	Nagbura ako ng mga lumang files.
I destroyed old Furniture.	Sinira ko ang mga lumang kasangkapan.
I commented on Facebook.	Nagsulat ako ng comment sa Facebook.
I buy pens.	Bumibili ako ng mga panulat.
I draw pictures of elephants.	Gumuguhit ako ng mga larawan ng elepante.
I behave properly.	Kumikilos ako ng maayos.
I asked a question.	Nagtanong ako.
I act quick.	Mabilis akong umakto.
I killed Ramu.	Pinatay ko si Ramu.
I copied the results.	Kinopya ko ang mga resulta.
I became rich.	Ako'y naging mayaman.
I go to school.	Pumapasok ako sa paaralan.
I checked the score.	Tinignan ko ang iskor.
I attacked the snake.	Inatake ko ang ahas.
I feel sorry.	Naaawa ako.
I bought stocks.	Bumili ako ng mga stocks.
I escaped that accident.	Nakatakas ako sa aksidenteng iyon.
I bit that cake.	Kinagat ko ang keyk.
I attended that case.	Dumalo ako sa kaso na iyon.
I apologize for that mistake.	Ako ay nanghihingi ng paumanhin para sa kamalian na iyon.
I approve that request.	Aking inaaprubahan ang hiling na iyon.
I agree to that rules.	Ako ay sumasangayon sa mga patakaran na iyon.
I compare the results.	Inihahambing ko ang mga resulta.
I advise them to quit cigarettes.	Pinayuhan ko sila na tumigil sa paninigarilyo.
I decide to attend an interview.	Nagpasya ako na dumalo sa interview.
I favor human.	Pabor ako sa mga to.
I belong to Muslim.	Nabibilang ako sa muslim.
I delay responding.	Inaantala ko ang pagresponde.
I build toys.	Gumagawa ako ng mga laruan.
I enjoy vacations.	Tinatamasa ko ang mga bakasyon.
I bury wastes.	Nililining ko ang mga kalat.
I dump wastes.	Tinatapon ko ang mga kalat.
I drink water.	Umiinom ako ng tubig.
I connect with Facebook.	Kumokonekta ako sa facebook.
I accept your point.	Tanggap ko ang iyong punto.
It's raining.	Umuulan.
It's raining cats and dogs.	Umuulan ng pusa't aso.
The wind is blowing.	Umiihip ang hangin.
The wind is blowing hard.	Umiihip ng malakas ang hangin.
Drugs kill.	Nakakamatay ang droga.
Change happens.	Ang pagbabago ay nangyayari.
Change is coming.	Parating na ang pagbabago.
He is lying.	Nagsisinungaling siya.
The president is lying.	Nagsisinungaling ang presidente.
He is a drug lord.	Siya ay isang drug lord.
He does not love the masses.	Hindi niya mahal ang masa.
He is fooling us.	Niloloko niya tayo.
He is not genuine with his love.	Hindi siya totoo sa kanyang pagmamahal.
He does not love the country.	Hindi niya mahal ang bansa.
His work is only for show.	Ang trabaho niya ay pakitang-tao lamang.
He is useless in the government.	Wala siyang kwenta sa gobyerno.
He is not a good guy.	Hindi siya mabuting to.
He lies all the time.	Nagsisinungaling siya palagi.
She is a teacher.	Siya ay isang guro.
She is happy.	Siya ay masaya.
She became a teacher.	Siya ay naging guro.
She became ill.	Siya ay nagkasakit.
She appears tired.	Mukha siyang pagod.
I feel tired.	Pagod na ako.
He grew sleepy.	Inantok siya.
He feels tired.	Pagod na siya.
I feel sleepy.	Inaantok na ako.
I fell asleep.	Nakatulog ako.
I became ill.	Nagkasakit ako.
He became ill.	Nagkasakit siya.
I became a teacher.	Ako ay naging guro.
He became a teacher.	Siya ay naging guro.
He is happy.	Masaya siya.
He is a happy kid.	Siya ay isang masayang bata.
I am a teacher.	Ako ay isang guro.
I inspire people.	Ako ay nagbibigay inspirasyon sa mga tao.
They look pleased.	Mukha silang nalulugod.
I am pleased.	Ako ay nalulugod.
He look pleased.	Mukha siyang nalulugod.
She look pleased.	Mukha siyang nalulugod.
The plan proved a disaster.	Ang plano ay hindi gumana.
The plan proved tiring.	Ang plano ay nakakapagod.
Jake planned the outing.	Si Jake ang nagplano ng pagliliwaliw.
He planned the outing that failed.	Siya ang nagplano ng pagliliwaliw na hindi gumana.
He was irresponsible.	Siya ay irresponsable.
She was irresponsible.	Siya ay irresponsable.
The outing was bad.	Ang pagliliwaliw ay masama.
I felt terrible for the hassle.	Naging masama ang aking pakiramdam dahil sa abala.
They remain tired.	Sila ay nanatiling pagod.
He seems young.	Mukha siyang bata.
The soup smells great.	Mabango ang amoy ng sopas.
The food is delicious.	Masarap ang pagkain.
The soup is free.	Libre ang sopas.
The soup was cooked well.	Ang sopas ay naluto ng mabuti.
The food was well served.	Ang pagkain ay inihain ng maayos.
The food was tasty.	Ang pagkain ay malasa.
That food is my favorite.	Ang pagkain na iyon ay paborito ko.
The chef did a good work.	Napakagaling ng luto ng chef.
The chef was popular.	And chef na iyon ay sikat.
The chef is the best in town.	And chef na iyon ay ang pinagamagaling sa buong bayan.
The maid was nice to me.	Mabait ang katulong na iyon sa akin.
How are you?	Kamusta ka na?
I am fine.	Maayos naman.
How about you?	Ikaw ba?
Im fine too.	Okay lang din naman.
The students sound happy.	Mukhang masaya ang mga mag-aaral.
The coffee tasted bitter.	Ang kape na iyong ay mapait.
They sound happy.	Mukhang masaya sila.
I want to be like them.	Gusto ko maging katulad nila.
The soup tasted salty.	Ang sopas ay naglasang maalat.
The cook is not a very good cook.	Ang nagluto ay hindi masyadong magaling magluto.
The soup is on the table.	Ang sopas ay nasa lamesa.
The cook is in the kitchen.	Ang tagaluto ay nasa kusina.
The cook is sitting.	Ang tagaluto ay umuupo.
The cook is in the sofa.	Ang tagaluto ay nasa upuan.
The cook is in the bed.	Ang tagaluto ay nasa kama.
The dog barks.	Ang aso ay tumatahol.
The cat meows.	Ang pusa ay ngumingiyaw.
The lion roars.	Ang leon ay umuungal.
My mom is the best.	Ang nanay ko ang pinakamahusay.
My dad is the best.	Ang tatay ko ang pinakamahusay.
My mom is old.	Ang nanay ko ay matanda.
My dad is old.	Ang tatay ko ay matanda.
I love my mom.	Mahal ko ang aking nanay.
I love my dad.	Mahal ko ang aking tatay.
My parents love me.	Mahal ako ng magulang ko.
My mom loves me.	Mahal ako ng nanay ko.
My dad loves me.	Mahal ako ng tatay ko.
I love everyone.	Mahal ko ang lahat.
I love life.	Mahal ko ang buhay.
I like life.	Gusto ko ang buhay.
I like you.	Gusto kita.
I love you.	Mahal kita.
You are special.	Ikaw ay natatangi.
I am special.	Ako ay natatangi.
We are all special.	Lahat tayo ay natatangi.
We are all unique.	Lahat tayo ay kakaiba.
You are a nice person.	Ikaw ay isang mabuting tao.
I think I am a nice person.	Tingin ko ay isa akong mabuting tao.
I like the way you smile.	Gusto ko ang paraan kung paano ka ngumiti.
I like the way you dance.	Gusto ko ang paraan kung paano ka sumayaw.
You are beautiful.	Maganda ka.
You look nice.	Ang ganda mo.
You look great.	Ang ganda mo.
You are the best.	Ikaw ang pinakamahusay.
I am the best.	Ako ang pinakamagaling.
My parents are the best.	Ang magulang ko ay pinakamahusay.
My mom is the best.	Ang nanay ko ang pinakamahusay.
My dad is the best.	Ang tatay ko ang pinakamahusay.
My brother is the best.	Ang kapatid kong lalaki ang pinakamahusay.
My sister is the best.	Ang kapatid kong babae ang pinakamahusay.
My cousin is the best.	Ang pinsan ko ang pinakamahusay.
Can you translate this for me?	Kaya mo ba itong isalin para sa akin?
No I cannot.	Hindi.
I am sorry for that.	Paumanhin para doon.
It's fine.	Ayos lang yun.
My name is Jon.	Ang pangalan ko ay Jon.
My name is Jake.	Ang pangalan ko ay Jake.
My name is Zildjian.	Ang pangalan ko ay Zildjian.
My name is Neil.	Ang pangalan ko ay Neil.
My name is Emman.	Ang pangalan ko ay Emman.
My name is Brylle.	Ang pangalan ko ay Brylle.
My name is Mike.	Ang pangalan ko ay Mike.
My name is David.	Ang pangalan ko ay David.
My name is Michael.	Ang pangalan ko ay Michael.
My name is Jesus.	Ang pangalan ko ay Jesus.
My name is Satan.	Ang pangalan ko ay Satan.
My name is Jing.	Ang pangalan ko ay Jing.
My name is Sarah.	Ang pangalan ko ay Sarah.
My name is Mika.	Ang pangalan ko ay Mika.
My name is Ed.	Ang pangalan ko ay Ed.
My name is Faith.	Ang pangalan ko ay Faith.
My name is William.	Ang pangalan ko ay William.
My name is Patty.	Ang pangalan ko ay Patty.
My name is Dana.	Ang pangalan ko ay Dana.
My name is Janry.	Ang pangalan ko ay Janry.
My name is Kent.	Ang pangalan ko ay Kent.
My name is John.	Ang pangalan ko ay John.
My name is Jihn.	Ang pangalan ko ay Jihn.
My name is Love.	Ang pangalan ko ay Love.
My name is Romar.	Ang pangalan ko ay Romar.
My name is Mary.	Ang pangalan ko ay Mary.
My name is Chris.	Ang pangalan ko ay Chris.
My name is Brown.	Ang pangalan ko ay Brown.
My name is Perry.	Ang pangalan ko ay Perry.
My name is Pope.	Ang pangalan ko ay Pope.
I like music.	Gusto ko ang musika.
I like food.	Gusto ko ang pagkain.
I want food.	Gusto ko ng pagkain.
I need music in my life.	Kailangan ko ng musika sa aking buhay.
Music makes me feel alive.	Ang musika ay nagpapabuhay sa akin.
I create music.	Gumagawa ako ng musika.
Music is nice.	Ang musika ay maganda.
Food is great.	Ang pagkain ay masarap.
I need food.	Kailangan ko ng pagkain.
I don't want to die.	Ayaw kong mamatay.
I need water to live.	Kailangan ko ng tubig para mabuhay.
I need to breathe oxygen to live.	Kailangan ko huminga ng hangin para mabuhay.
I am nearly dead.	Malapit na akong mamatay.
I smoke cigarettes.	Ako ay naninigarilyo.
I smoke.	Ako ay humihithit.
I like sexy girls.	Gusto ko ang malilibog na mga babae.
I like smart girls.	Gusto ko ang matatalino na mga babae.
I like beautiful girls.	Gusto ko ang magagandang mga babae.
I like big boobs.	Gusto ko ang malalaking dede.
I like having sex.	Gusto ko ang pakikipagtalik.
I like having sex with beautiful girls.	Gusto ko ang pakikipagtalik sa magagandang babae.
This is hard to make.	Mahirap ito gawin.
Why did I take this subject.	Bakit ko ba kinuha ang kursong ito.
Why are you like this.	Bakit ka ba ganito.
Fuck this.	Putangina nito.
I want to sleep.	Gusto ko matulog.
I'm not even halfway done.	Wala pa ako sa kalahating tapos.
Im not yet done.	Hindi pa ako tapos.
I'm done.	Tapos na ako.
Joke, I am not.	Biro lang, hindi pa.
Why is life like this.	Bakit ba ganito ang buhay.
I don't want to do this anymore.	Hindi ko na gusto gawin ito.
This is so hard.	Mahirap ito.
The morning is coming.	Parating na ang umaga.
The earth is big.	Malaki ang daigdig.
Your mom is big.	Malaki ay iyong nanay.
I like big tits.	Gusto ko ang malalaking dede.
I am wearing shoes.	Ako ay nagsusuot ng sapatos.
I am wearing slippers.	Ako ay nagsusuot ng tsinelas.
I am bare foot.	Ako ay nakapaa.
I hate doing this.	Hindi ko gusto gawin ito.
I can't find a way through.	Hindi ako makahanap ng paraan.
There is no road.	Walang daan.
You're rude.	Ikaw ay bastos.
Who are you?	Sino ka?
Where are they?	Nasaan sila?
Do you have a pen?	May panulat ka ba?
Can I borrow your book?	Maari bang mahiram ang iyong libro?
How old are you?	Ilang taon ka na?
How are you?	Kamusta ka?
I like music.	Mahilig ako sa musika.
I love playing basketball.	Mahal ko maglaro ng basketball.
He is my friend.	Siya ay aking kaibigan.
She is watching me.	Pinapanuod niya ako.
I can see her staring.	Nakikita ko siyang nakatingin.
Yellow is my favorite color.	Dilaw ang aking paboritong kulay.
I hate vegetables.	Galit ako sa gulay.
I hate fruits.	Galit ako sa prutas.
I love reading.	Mahilig ako magbasa.
Look up!	Tumingin ka sa taas!
Be careful!	Mag-ingat ka!
Cheers!	Tagay!
Look at me.	Tumingin ka sa akin.
Am I good enough?	Ako ba ay sapat na?
Can you see me?	Nakikita mo ba ako?
Can you hear me?	Naririnig mo ba ako?
Can you smell that?	Naaamoy mo ba iyon?
Is that you?	Ikaw ba iyan?
You are very young.	Ikaw ay napakabata.
That's very nice.	Ayan ay sobrang mainam.
Good shot!	Ang ganda ng tira!
Can you lend me your pen?	Maaari mo bang ipahiram ang iyong panulat?
Is she your friend?	Siya ba ay iyong kaibigan?
Introduce yourself.	Magpakilala ka.
Energy is always conserved.	Ang enerhiya ay naiimbak.
Which one is better?	Alin ang mas maganda?
Do you like this dress?	Gusto mo ba ang bistidang ito?
Do you like my shirt?	Gusto mo ba ang damit na ito?
I bought it somewhere.	Biinili ko ito doon.
Did somebody call my name?	May tumawag ba ng aking pangalan?
Did somebody call me?	May tumawag ba sa akin?
Tell me your name.	Sabihin mo ang pangalan mo sa akin.
Stop!	Tigil!
Go!	Punta!
Ready?	Handa ka na ba?
Please be good to me.	Paki-usap maging mabait ka sa akin.
Will it break?	Masisira ba?
Don't you understand?	Naiintidihan mo ba?
Are you good at this?	Magaling ka ba rito?
I'm an old man.	Ako ay isang matandang lalaki.
I'm a young man.	Ako ay isang batang lalaki.
He was just an ordinary guy.	Siya ang isang pangkaraniwang lalaki lamang.
I blinked.	Ako ay pumikit.
I winced.	Ako ay nagulat.
I chopped the onion.	Naghiwa ako ng sibuyas.
His eyes darted around the room.	Nagmasid ang kanyang mga mata sa silid.
The room is empty.	Ang kwarto ay walang laman.
The room is full of stuff.	Ang kwarto ay puno ng gamit.
The room is colorful.	Ang kwarto ay makulay.
I shook my head.	Kinalog ko ang aking ulo.
