Grass should be cut.	Ginugupit dapat ang mga damo.
Her dog went to the market.	Pumunta sa palengke ang aso niya.
Her dog went to the office to buy drugs.	Pumunta sa opisina ang aso para bumili ng droga.
Hills are smaller than mountains.	Mas maliit ang mga burol kaysa sa mga bundo.
His dog went to the forest.	Pumunta sa gubat ang aso niya.
Humans discovered how to make fire years ago.	Ang tao ay nakatuklas kung paano gumawa ng apoy ilang taon na ang nakalipas.
Humans have breasts.	May mga suso ang mga tao.
Humans have hands.	May mga kamay ang mga tao.
Humans hunt animals.	Nangangaso ng mga hayop ang mga tao.
I cannot see the stars in the sky.	Hindi ko nakikita ang mga bituwin sa langit.
If there's smoke, there's fire.	Kung may usok, may apoy.
Is this fish still alive?	Buhay pa ba ang isdang ito?
It is dangerous to go out in this weather.	Delikado lumabas sa ganitong panahon.
It is flooding.	Bumabaha na.
It is raining extremely hard.	Umuulan na nang sobrang lakas.
It is raining hard.	Umuulan na nang malakas.
It is raining.	Umuulan na.
It is time for the mouse to go.	Oras na para umalis ang daga.
It might rain today.	Baka umulan ngayong araw.
It might rain tomorrow.	Baka umulan bukas.
Lightning is present when it rains.	Mayroong kidlat kapag umuulan.
Lightning strikes.	Humampas ang kidlat.
Mangoes are sour when green.	Maasim ang mga mangga kung berde.
Mangoes are sweet.	Matamis ang mga mangga.
Mangoes are yellow when ripe.	Dilaw ang mga mangga kung hinog.
Mangroves are cool.	Astig ang mga bakawan.
Monkeys are brown.	Kayumanggi ang mga unggoy.
Monkeys are nice to humans.	Mababit ang mga unggoy sa mga tao.
Monkeys are smaller than humans.	Mas maliit sa mga tao ang mga unggoy.
Monkeys are smarter than other animals.	Mas matalino kaysa sa ibang mga hayop ang mga unggoy.
Monkeys can keep a secret.	Kayang magtago ng sikreto ang mga unggoy.
Monkeys do not have thumbs.	Walang hinlalaki ang mga unggoy.
Monkeys eat bananas while hanging from trees.	Kumakain ng mga saging ang mga unggoy habang sumasabit mula sa mga puno.
Monkeys hang from trees.	Sumasabit mula sa mga puno ang mga unggoy.
Mosquitoes are hard to catch.	Mahirap hulihin ang mga lamok.
Mosquitoes bite humans.	Kinakagat ng mga lamok ang mga tao.
Mosquitoes cause disease.	Nagdudulot ng sakit ang mga lamok.
Mosquitoes do not live long.	Hindi matagal mabuhay ang mga lamok.
Mosquitoes do not live long.	Hindi nabubuhay nang mahaba ang mga lamok.
Mosquitoes lay eggs in the water.	Nangingitlog ang mga lamok sa tubig.
Mosquitoes like wet places.	Mahilig sa mga basang lugar ang mga lamok.
Mosquitoes should be killed.	Dapat patayin ang mga lamok.
Mosquitoes, when not killed, could pose a danger to humans.	Ang mga lamok kapag hindi pinatay ay maaaring magsilbing panganib para sa mga tao.
Mountains are cold.	Malaming ang mga bundok.
Mushrooms are eaten by animals.	Kinakain ng mga hayop ang mga kabute.
Mushrooms are not plants.	Hindi halaman ang mga kabute.
Mushrooms are often red.	Madalas pula ang mga kabute.
Mushrooms are often safe to eat.	Madalas ligtas kainin ang mga kabute.
Mushrooms are often small.	Madalas maliit ang mga kabute.
Mushrooms are tasty.	Malasa ang mga kabute.
Mushrooms could be poisonous.	Posibleng nakalalason ang mga kabute.
Mushrooms give people another life.	Binibigyan ng mga kabute ang mga tao ng isa pang buhay.
Mushrooms grow on dead trees.	Tumutubo sa mga patay na puno ang mga kabute.
Mushrooms make people taller.	Ginagawang mas matangkad ng mga kabute ang mga tao.
Mustard is spicy.	Maanghang ang mustasa.
Mustard is usually yellow.	Madalas dilaw ang mustasa.
My dog went to the forest.	Pumunta sa gubat ang aking aso.
Oceans are home to multiple species of plants and animals.	Ang karagatan ay namamahay ng maraming uri ng mga halaman at hayop.
Oceans are mysterious.	Mahiwaga ang karagatan.
Oceans are vast and deep.	Malawak at malalim ang karagatan.
Octopuses have large brains.	Malaki ang mga utak ng mga pugita.
Octopuses live in the sea.	Nakatira sa dagat ang mga pugita.
Owls are awake in the night.	Gising sa gabi ang mga kuwago.
Owls like cats are active at night.	Ang mga kuwago tulad ng mga pusa ay aktibo sa gabi.
Oysters are delicious.	Masarap ang mga talaba.
Oysters are hard to open.	Mahirap buksan ang mga talaba.
Oysters have pearls inside them.	May mga perlas sa loob ng mga talaba.
Oysters have pearls.	Mayroong mga perlas ang mga talaba.
Papayas are not round.	Hindi bilog ang mga papaya.
People are afraid of sharks.	Takot ang mga tao sa mga pating.
People swim in the waterfall.	Lumalangoy ang mga tao sa talon.
Pigs eat trash.	Kumakain ng basura ang mga baboy.
Pigs live in farms.	Nakatira sa mga bukid ang mga baboy.
Pigs smell bad.	Mabaho ang amoy ng mga baboy.
Pineapples are delicious.	Masarap ang mga pinya.
Pineapples are hard to cut.	Mahirap hiwain ang mga pinya.
Plants are harvested.	Inaaani ang mga halaman.
Plants are not people.	Hindi tao ang mga halaman.
Plants cannot move.	Hindi nakakagalaw ang mga halaman.
Plants could grow underwater.	Puwedeng tumubo sa ilalim ng dagat ang mga halaman.
Plants die due to the lack of water.	Namamatay ang mga halaman dahil sa kawalan ng tubig.
Plants do not have souls.	Walang kaluluwa ang mga halaman.
Plants in the forest are large.	Malaki ang mga halaman sa gubat.
Plants need sunlight.	Nangangailangnan ng sinag ng araw ang mga halaman.
Plants should be given fertilizer.	Dapat biniigyan ng pataba ang mga halaman.
Potatoes are healthy for humans.	Ang mga patatas ay malusog para sa mga tao.
Potatoes are not healthy for sharks.	Ang mga patatas ay hindi malusog para sa mga pating.
Potatoes are used in cooking.	Ginagamit ang mga patatas sa pagluto.
Pythons are large.	Malaki ang mga sawa.
Pythons are not poisonous.	Hindi makamandag ang mga sawa.
Rabbits are furry.	Mabalahibo ang mga kuneho.
Rabbits are white.	Maputi ang mga kuneho.
Rabbits have huge ears.	May mga malaking tainga ang mga kuneho.
Rainbows are beautiful.	Ang mga bahaghari ay maganda.
Rainbows are composed of different colors.	Ang mga bahaghari ay binubuo nang iba't ibang kulay.
Rainbows are formed after rain occurs.	Ang mga bahaghari ay nabubuo pagkatapos umulan.
Rainbows are natural phenomena.	Ang mga bahaghari ay mga likas na pangyayari.
Rainbows bring joy to children.	Ang mga bahaghari ay nagdadala ng kasiyahan sa mga bata.
Rats are dirty.	Madudumi ang mga daga.
Rats are eaten by cats.	Kinakain ng mga pusa ang mga daga.
Rats are pests.	Mga peste ang mga daga.
Rats bring disease.	Nagdadala ng sakit ang mga daga.
Rats cause disease.	Nagdudulot ng sakit ang mga daga.
Rats hide in dark places.	Nagtatago sa mga madidilim na mga lugar ang mga daga.
Rats like cheese.	Mahilig sa keso ang mga daga.
Rays are fishes.	Mga isda ang mga pagi.
Rays of sunlight are not fishes.	Hindi mga isda ang mga sinag ng araw.
Rice grows in fields.	Tumutubo ang kanin sa mga bukid.
Rocks are hard.	Matitigas ang mga bato.
Rocks are plentiful.	Madami ang mga bato.
Rocks are used to build houses.	Ginagamit sa paggawa ng bahay ang mga bato.
Rocks are used to make cement.	Ginagamit sa paggawa ng semento ang bato.
Rocks have no kidneys.	Walang bato ang mga bato.
Roses are a symbol of love.	Simbolo ng pagmamahal ang mga rosas.
Roses are colored red.	Kulay pula ang mga rosas.
Roses are expensive symbols of love.	Mahal na simbolo ng pagmamahal ang mga rosas.
Roses are expensive to buy.	Mahal bilhin ang mga rosas.
Roses are expensive.	Mahal ang mga rosas.
Roses are red.	Pula ang mga rosas.
Roses are usually colored red.	Madalas kulay pula ang mga rosas.
Roses are usually red.	Madalas pula ang mga rosas.
Roses could be colored white.	Puwedeng kulay puti ang mga rosas.
Scary statues are being talked about by dogs.	Pinaguusapan ng mga aso ang mga nakakatakot na rebulto.
Scorpions have eight legs.	Mayroong walong paa ang mga alakdan.
Scorpions live in the desert.	Nakatira sa disyerto ang mga alakdan.
Seeds of bananas are tiny.	Maliit ang mga buto ng mga saging.
Sharks are fast.	Mabilis ang mga pating.
Sharks are huge.	Malaki ang mga pating.
Sharks eat fish.	Kumakain ng mga isda ang mga pating.
Sharks have sharp teeth.	Mayroong mga matutulis na ngipin ang mga pating.
Sharks kill humans.	Pumapatay ng mga tao ang mga pating.
Sharks rarely attack humans.	Bihirang atakihin ng mga pating ang mga tao.
Snails are edible.	Nakakain ang mga suso.
Snails die when given salt.	Namamatay ang mga suso kapag binigyan ng asin.
Snails have no breasts.	Walang suso ang mga suso.
Snakes eat deer.	Kumakain ng usa ang mga ahas.
Snakes have fangs similar to vampires.	May mga pangil ang mga ahas tulad ng mga bampira.
Snakes have fangs.	May mga pangil ang mga ahas.
Snakes have no breasts.	Walang suso ang mga ahas.
Snakes know how to cook.	Marunong magluto ang mga ahas.
Some bears are white.	Maputi ang ibang mga oso.
Some birds can talk.	Kayang magsalita ng ibang mga ibon.
Some birds cannot fly.	Hindi nakakalipad ang ibang mga ibon.
Some cats use the living room.	Gumagamit ng sala ang ibang mga pusa.
Some dogs use the kitchen.	Gumagamit ng kusina ang ibang mga aso.
Some monkeys do not use the library.	Hindi gumagamit ng aklatan ang ibang mga unggoy.
Some mountains are volcanoes.	Ang ilang mga bundok ay mga bulkan.
Some people live near volcanoes.	Ang ilang mga tao ay nakatira malapit sa mga bulkan.
Some people worship cows.	Sinasamba ng ibang tao ang mga baka.
Some plants eat animals.	Ang ibang uri ng halaman ay kumakain ng mga hayop.
Some sharks do not sleep.	Hindi natutulog ang ibang mga pating.
Some snakes eat deer.	Kumakain ng usa ang ibang mga ahas.
Some volcanoes are really tall.	Ang ilang mga bulkan ay napakataas.
Spiders eat insects.	Kumakain ng insecto ang mga gagamba.
Spiders have eight legs.	Mayroong walong paa ang mga gagamba.
Spiders have lots of eyes.	Mayroong madaming mata ang mga gagamba.
Spiders live in dark corners of rooms.	Nakatira sa madilim na mga sulok ng mga kuwarto ang mga gagamba.
Squids are delicious.	Masarap ang mga pusit.
Squids eat fish.	Kumakain ng isda ang mga pusit.
Squids have multiple tentacles.	Mayroong maraming galamay ang mg pusit.
Squids live underwater.	Nakatira sa ilalim ng dagat ang mga pusit.
Squids release black ink.	Nagpapakawala ng itim na tinta ang mga pusit.
Storms come every year.	Dumadating ang mga bagyo kada taon.
That bear died.	Namatay ang osong iyon.
That bear has three eyes.	May tatlong mata ang osong iyon.
That bear is bad.	Masama ang osong iyon.
That bear is drowning.	Nalulunod ang osong iyon.
That bear is just ordinary.	Pangkaraniwan lamang ang osong iyon.
That bear is larger than me.	Mas malaki sa akin ang osong iyon.
That bear is ordinary.	Pangkaraniwan ang osong iyon.
That bear is running after me.	Hinahabol ako ng osong iyon.
That bear is smelling that flower.	Inaamoy ng osong iyon ang bulaklak na iyon.
That bear is smelling the flower.	Inaamoy ng osong iyon ang bulaklak.
That bear is special.	Natatangi ang osong iyon.
That bear is swimming in the dirty river to find fish.	Lumalangoy sa maduming ilog ang osong iyon upang makahanap ng isda.
That bear is swimming in the dirty river.	Lumalangoy sa maduming ilog ang osong iyon.
That bear kicked the tree.	Sinipa ng osong iyon ang puno.
That bear roared.	Umungal ang osong iyon.
That bear's arm is slowly moving towards us.	Gumagalaw nang mabagal ang braso nang osong iyon patungo sa atin.
That bear's arm is slowly moving towards you.	Gumagalaw nang mabagal ang braso nang osong iyon patungo sa iyo.
That bear's arm is slowly moving.	Gumagalaw nang mabagal ang braso nang osong iyon.
That bear's friend is slowly dying.	Namamatay nang mabagal ang kaibigan nang osong iyon.
That bird is a great athlete.	Isang mahusay na atleta ang ibong iyon.
That bird is not a champion.	Hindi isang kampeon ang ibong iyon.
That bird suddenly talked to me.	Bigla nalang akong kinausap ng ibong iyon.
That cat has blue fur.	May asul na balahibo ang pusa.
That cat hates hammers.	Galit sa mga martilyo ang pusang iyon.
That cat is not quiet.	Hindi tahimik ang pusang iyon.
That cat is pregnant.	Buntis ang pusang iyon.
That cloud is dark.	Madilim ang ulap na iyon.
That cloud is round.	Bilog ang ulap na iyon.
That cow is thin.	Payat ang bakang iyon.
That deer runs away from the bear.	Tinatakbuhan ng usang iyon ang oso.
That deer runs to survive.	Tumatakbo ang usang iyon upang mabuhay.
That dog is a genius.	Isang henyo ang asong iyon.
That dog is ours.	Amin ang asong iyan.
That dog is pregnant.	Buntis ang asong iyon.
That dog is scared of that bear.	Takot ang asong iyon sa osong iyon.
That dog is scared of the bear.	Takot ang asong iyon sa oso.
That dog is the greatest writer of our generation.	Ang asong iyong ang pinakamagaling na manunulat ng ating henerasyon.
That dog pretended to be a clown.	Nagpanggap na isang payaso ang asong iyon.
That fish has many friends.	May madaming kaibigan ang isdang iyon.
That grape is full of seeds.	Puno ng buto ang ubas na iyon.
That grape is violet.	Lila ang ubas na iyon.
That horse is quickly running.	Tumatakbo nang mabilis ang kabayong iyon.
That horse's owner is quickly paying.	Nagbabayad nang mabilis ang mayari ng kabayong iyon.
That mango is currently being eaten.	Kasalukuyang kinakain ang manggang iyon.
That mango is fragrant.	Mahalimuyak ang manggang iyon.
That mouse slept in the house.	Natulog sa loob ng bahay ang dagang iyon.
That pig lives in a farm.	Tumitira sa bukid ang baboy na iyon.
That rabbit bit the carrot.	Kinagat ng kunehong iyon ang karot.
That rabbit bit the corn.	Kinagat ng kunehong iyon ang mais.
That rabbit wore a hat.	Nagsuot ng sumbrero ang kunehong iyon.
That rock is not a writer.	Hindi isang manunulat ang batong iyon.
That tiger is scared of the wall.	Takot sa pader ang tigre.
That tree has a long nose.	May mahabang ilong ang punong iyon.
That tree is old.	Matanda na ang punong iyon.
That tree is thick.	Makapal ang punong iyon.
That volcano exploded.	Sumabog ang bulkan na iyon.
That waterfall is higher than the elephant.	Ang talong iyon ay mas mataas kaysa sa elepante.
That waterfall is the highest waterfall in the world.	Ang talong iyon ay ang pinakamataas na talon sa buong mundo.
That whale weighs a ton.	Nagtitimbang ng isang tonelada ang balyenang iyon.
The ant threw away the receipt.	Tinapon ng langgam ang resibo.
The ant threw the receipt.	Tinapon ng langgam ang resibo.
The apple fell from the tree.	Nahulog ang mansanas mula sa puno.
The apple fell to the ground.	Nahulog ang mansanas patungo sa lupa.
The apple is appropriate.	Akma ang mansanas.
The apple is artificial.	Artipisyal ang mansanas.
The apple is beautiful.	Maganda ang mansanas.
The apple is bent.	Baluktot ang mansanas.
The apple is big.	Malaki ang mansanas.
The apple is bitter.	Mapait ang mansanas.
The apple is black.	Itim ang mansanas.
The apple is bland.	Matabang ang mansanas.
The apple is blue.	Asul ang mansanas.
The apple is blue.	Bughaw ang mansanas.
The apple is brown.	Kayumanggi ang mansanas.
The apple is cold.	Malamig ang mansanas.
The apple is colorful.	Makulay ang mansanas.
The apple is cooked.	Luto ang mansanas.
The apple is costly.	Magastos ang mansanas.
The apple is dead.	Patay ang mansanas.
The apple is delicious.	Masarap ang mansanas.
The apple is destroyed.	Wasak ang mansanas.
The apple is different.	Iba ang mansanas.
The apple is dirty.	Madumi ang mansanas.
The apple is dusty.	Maalikabok ang mansanas.
The apple is effective.	Mabisa ang mansanas.
The apple is elusive.	Mailap ang mansanas.
The apple is exceptional.	Katangi-tangi ang mansanas.
The apple is expensive.	Mahal ang mansanas.
The apple is famous.	Sikat ang mansanas.
The apple is fragrant.	Mahalimuyak ang mansanas.
The apple is fresh.	Sariwa ang mansanas.
The apple is green.	Berde ang mansanas.
The apple is green.	Luntian ang mansanas.
The apple is hard.	Matigas ang mansanas.
The apple is healthy.	Malusog ang mansanas.
The apple is heavy.	Mabigat ang mansanas.
The apple is holy.	Banal ang mansanas.
The apple is hot.	Mainit ang mansanas.
The apple is illegal.	Ilegal ang mansanas.
The apple is inadequate.	Kulang ang mansanas.
The apple is juicy.	Makatas ang mansanas.
The apple is long.	Mahaba ang mansanas.
The apple is natural.	Natural ang mansanas.
The apple is new.	Bago ang mansanas.
The apple is nutritious.	Masustansya ang mansanas.
The apple is orange.	Kahel ang mansanas.
The apple is perfect.	Perpekto ang mansanas.
The apple is prohibited.	Bawal ang mansanas.
The apple is rare.	Bihira ang mansanas.
The apple is raw.	Hilaw ang mansanas.
The apple is red.	Pula ang mansanas.
The apple is reserved.	Laan ang mansanas.
The apple is ripe.	Hinog ang mansanas.
The apple is salty.	Maalat ang mansanas.
The apple is shiny.	Makintab ang mansanas.
The apple is slippery.	Madulas ang mansanas.
The apple is small.	Maliit ang mansanas.
The apple is soft.	Malambot ang mansanas.
The apple is sour.	Maasim ang mansanas.
The apple is special.	Espesyal ang mansanas.
The apple is spicy.	Maanghang ang mansanas.
The apple is sticky.	Malagkit ang mansanas.
The apple is strange.	Kakaiba ang mansanas.
The apple is sweet.	Matamis ang mansanas.
The apple is tasteless.	Matabang ang mansanas.
The apple is thick.	Makapal ang mansanas.
The apple is thirsty.	Uhaw ang mansanas.
The apple is ugly.	Pangit ang mansanas.
The apple is unripe.	Hilaw ang mansanas.
