There are many computers in the laboratory.	Maraming computer sa laboratoryo.
There is a chemical in the laboratory.	Mayroong kemikal sa laboratoryo.
There are chemicals in the laboratory.	Mayroong mga kemikal sa laboratoryo.
There is a computer in the laboratory.	Mayroong computer sa laboratoryo.
There are computers in the laboratory.	Mayroong mga computer sa laboratoryo.
There are many equipment in the laboratory.	Maraming kagamitan sa laboratoryo.
There are equipment in the laboratory.	Mayroong kagamitan sa laboratoryo.
No one passed the exam.	Walang pumasa sa pagsusulit.
Only one passed the exam.	Isa lang ang pumasa sa pagsusulit.
Only two passed the exam.	Dalawa lang ang pumasa sa pagsusulit.
Only three passed the exam.	Tatlo lang ang pumasa sa pagsusulit.
Only four passed exam.	Apat lang ang pumasa sa pagsusulit.
Only five passed the exam.	Lima lang ang pumasa sa pagsusulit.
Only six passed the exam.	Anim lang ang pumasa sa pagsusulit.
Only seven passed the exam.	Pito lang ang pumasa sa pagsusulit.
Only eight passed the exam.	Walo lang ang pumasa sa pagsusulit.
Only nine passed the exam.	Siyam lang ang pumasa sa pagsusulit.
Only ten passed the exam.	Sampu lang ang pumasa sa pagsusulit.
Eleven.	Labing-isa.
Twelve.	Labindalawa.
Thirteen.	Labintatlo.
Fourteen.	Labing-apat.
Fifteen.	Labinlima.
Sixteen.	Labing-anim.
Seventeen.	Labing-pito.
Eighteen.	Labing-walo.
Nineteen.	Labing-siyam.
Twenty.	Dalawampu.
Twenty-one.	Dalawampu't isa.
Twenty-two.	Dalawampu't dalawa.
Twenty-three.	Dalawampu't tatlo.
Twenty-four.	Dalawampu't apat.
Twenty-five.	Dalawampu't lima.
Twenty-six.	Dalawampu't anim.
Twenty-seven.	Dalawampu't pito.
Twenty-eight.	Dalawampu't walo.
Twenty-nine.	Dalawampu't siyam.
Thirty.	Tatalumpu.
Thirty-one.	Tatlumupu't isa.
Thirty-two.	Tatlumpu't dalawa.
Thirty-three.	Tatlumpu't tatlo.
Thirty-four.	Tatlumpu't apat.
Thirty-five.	Tatlumpu't lima.
Thirty-six.	Tatlumpu't anim.
Thirty-seven.	Tatlumpu't pito.
Thirty-eight.	Tatlumpu't walo.
Thirty-nine only.	Tatlumpu't siyam lang.
Thirty-nine.	Tatlumpu't siyam.
Forty.	Apat na pu.
Forty-one.	Apat na pu't isa.
Forty-two.	Apat na pu't dalawa.
Forty-three.	Apat na pu't tatlo.
Forty-four.	Apat na pu't apat.
Forty-five.	Apat na pu't lima.
Forty-six.	Apat na pu't anim.
Forty-seven.	Apat na pu't pito.
Forty-eight.	Apat na pu't walo.
Forty-nine.	Apat napu't siyam.
fifty.	Limampu.
fifty-one.	Limampu't isa.
fifty-two.	Limampu't dalawa.
fifty-three.	Limampu't tatlo.
fifty-four.	Limampu't apat.
fifty-five.	Limampu't lima.
fifty-six.	Limampu't anim.
fifty-seven.	Limampu't pito.
fifty-eight.	Limampu't walo.
fifty-nine.	Limampu't siyam.
sixty.	Anim na pu.
sixty-one.	Anim na pu't isa.
sixty-two.	Anim na pu't dalawa.
sixty-three.	Anim na pu't tatlo.
sixty-four.	Anim na pu't apat.
sixty-five.	Anim na pu't lima.
sixty-six.	Anim na pu't anim.
sixty-seven.	Anim na pu't pito.
sixty-eight.	Anim na pu't walo.
sixty-nine.	Anim na pu't siyam.
seventy.	Pitumpu.
seventy-one.	Pitumpu't isa.
seventy-two.	Pitumpu't dalawa.
seventy-three.	Pitumpu't tatlo.
seventy-four.	Pitumpu't apat.
seventy-five.	Pitumpu't lima.
seventy-six.	Pitumpu't anim.
seventy-seven.	Pitumpu't pito.
seventy-eight.	Pitumpu't walo.
seventy-nine.	Pitumpu't siyam.
eighty.	Walumpu.
eighty-one.	Walumpu't isa.
eighty-two.	Walumpu't dalawa.
eighty-three.	Walumpu't tatlo.
eighty-four.	Walumpu't apat.
eighty-five.	Walumpu't lima.
eighty-six.	Walumpu't anim.
eighty-seven.	Walumpu't pito.
eighty-eight.	Walumpu't walo.
eighty-nine.	Walumpu't siyam.
ninety.	Siyam na pu.
ninety-one.	Siyam na pu't isa.
ninety-two.	Siyam na pu't dalawa.
ninety-three.	Siyam na pu't tatlo.
ninety-four.	Siyam na pu't apat.
ninety-five.	Siyam na pu't lima.
ninety-six.	Siyam na pu't anim.
ninety-seven.	Siyam na pu't pito.
ninety-eight.	Siyam na pu't walo.
ninety-nine.	Siyam na pu't siyam.
First in line.	Una sa pila.
Second in line.	Pangalawa sa pila.
Last in line.	Panghuli sa pila.
Third in line.	Pangatlo sa pila.
fourth in line.	Pang-apat sa pila.
fifth in line.	Pang-lima sa pila.
sixth in line.	Pang-anim sa pila.
seventh in line.	Pampito sa pila.
eighth in line.	Pang-walo sa pila.
ninth in line.	Pang-siyam sa pila.
tenth in line.	Pang-sampu sa pila.
eleventh in line.	Pang-labing-isa sa pila.
twelfth in line.	pang-labindalawa sa pila.
thirteenth in line.	pang-labing-tatlo sa pila.
fourteenth in line.	pang-labing-apat sa pila.
fifteenth in line.	pang-labing-lima sa pila.
sixteenth in line.	pang-labing-anim sa pila.
seventeenth in line.	pang-labing-pito sa pila.
eighteenth in line.	pang-labing-walo sa pila.
nineteenth in line.	pang-labing-siyam sa pila.
twentieth in line.	pang-dalawampu sa pila.
twenty-first in line.	pang-dalawampu't isa sa pila.
twenty-second in line.	pang-dalawampu't dalawa sa pila.
twenty-third.	pang-dalawampu't tatlo.
twenty-fourth.	pang-dalawampu't apat.
twenrty-fifth.	pang-dalawampu't lima.
twenty-sixth.	pang-dalawampu't anim.
twenty-seventh.	pang-dalawampu't pito.
twenty-eighth.	pang-dalawampu't walo.
twenty-ninth.	pang-dalawampu't siyam.
thirtieth.	pang-tatlumpu.
thirty-first.	pang-tatlumpu't isa.
thirty-second.	pang-tatlumpu't dalawa.
thirty-third.	pang-tatlumpu't tatlo.
thirty-fourth.	pang-tatlumpu't apat.
thirty-fifth.	pang-tatlumpu't lima.
thirty-sixth.	pang-tatlumpu't anim.
thirty-seventh.	pang-tatlumpu't pito.
thirty-eighth.	pang-tatlumpu't walo.
thirty-ninth.	pang-tatlumpu't siyam.
1st in line.	Una sa pila.
2nd in line.	Pangalawa sa pila.
3rd in line.	Pangatlo sa pila.
4th in line.	Pang-apat sa pila.
5th in line.	Pang-lima sa pila.
6th in line.	Pang-anim sa pila.
7th in line.	Pampito sa pila.
8th in line.	Pang-walo sa pila.
9th in line.	Pang-siyam sa pila.
10th in line.	Pang-sampu sa pila.
11th in line.	Pang-labing-isa sa pila.
12th in line.	pang-labindalawa sa pila.
13th in line.	pang-labing-tatlo sa pila.
14th in line.	pang-labing-apat sa pila.
15th in line.	pang-labing-lima sa pila.
16th in line.	pang-labing-anim sa pila.
17th in line.	pang-labing-pito sa pila.
18th in line.	pang-labing-walo sa pila.
19th in line.	pang-labing-siyam sa pila.
20th in line.	pang-dalawampu sa pila.
21st in line.	pang-dalawampu't isa sa pila.
22nd in line.	pang-dalawampu't dalawa sa pila.
23rd.	pang-dalawampu't tatlo.
24th.	pang-dalawampu't apat.
25th.	pang-dalawampu't lima.
26th.	pang-dalawampu't anim.
27th.	pang-dalawampu't pito.
28th.	pang-dalawampu't walo.
29th.	pang-dalawampu't siyam.
30th.	pang-tatlumpu.
31st.	pang-tatlumpu't isa.
32nd.	pang-tatlumpu't dalawa.
33rd.	pang-tatlumpu't tatlo.
34th.	pang-tatlumpu't apat.
35th.	pang-tatlumpu't lima.
36th.	pang-tatlumpu't anim.
37th.	pang-tatlumpu't pito.
38th.	pang-tatlumpu't walo.
39th.	pang-tatlumpu't siyam.
The tuition is expensive.	Mahal ang matrikula.
Expensive tuition.	Mahal na matrikula.
Paper is expensive.	Mahal ang papel.
Expensive paper.	Mahal na papel.
The pen is cheap.	Mura ang panulat.
Cheap pen.	Murang panulat.
The pencil is cheap.	Mura ang lapis.
cheap pencil.	Murang lapis.
small pencil.	Maliit na lapis.
The pencil is small.	Maliit ang lapis.
The pencil is short.	Maigsi ang lapis.
Short pencil.	Maigsing lapis.
Many papers.	Maraming papel.
There are many papers.	Marami ang papel.
There are still many papers.	Marami pang papel.
May I go to the restroom?	Maari ba akong pumunta sa palikuran?
May I go to the comfort room?	Maari ba akong pumunta sa palikuran?
Can I go to the restroom?	Kaya ko bang pumunta sa palikuran?
Can I go to the comfort room?	Kaya ko bang pumunta sa palikuran?
I can write and read.	Kaya kong magsulat at magbasa.
I can read and write.	Kaya kong magbasa at magsulat.
I can count and write.	Kaya kong magbilang at magsulat.
I can write and count.	Kaya kong magsulat at magbilang.
I can count and read.	Kaya kong magbilang at magbasa.
I can read and count.	Kaya kong magbasa at magbilang.
He can write.	Kaya niyang magsulat.
He can count.	Kaya niyang magbilang.
He can read.	Kaya niyang magbasa.
He can dance.	Kaya niyang sumayaw.
He can sing.	Kaya niyang kumanta.
He can run.	Kaya niyang tumakbo.
He can walk.	Kaya niyang maglakad.
He can sit.	Kaya niyang umupo.
He can watch.	Kaya niyang manood.
He can play.	Kaya niyang maglaro.
He can be quiet.	Kaya niyang tumahimik.
He can talk.	Kaya niyang magsalita.
He can dance.	Kaya niyang magsayaw.
They can dance.	Kaya nilang sumayaw.
They can write.	Kaya nilang magsulat.
They can read.	Kaya nilang magbasa.
They can count.	Kaya nilang magbilang.
They can dance.	Kaya nilang magsayaw.
They can sing.	Kaya nilang kumanta.
They can run.	Kaya nilang tumakbo.
They can walk.	Kaya nilang maglakad.
They can sit.	Kaya nilang umupo.
They can watch.	Kaya nilang manood.
They can play.	Kaya nilang maglaro.
They can be quiet.	Kaya nilang tumahimik.
They can talk.	Kaya nilang magsalita.
They can fight.	Kaya nilang lumaban.
They can fight.	Kaya nilang makipaglaban.
We can write.	Kaya naming magsulat.
We can read.	Kaya naming magbasa.
We can count.	Kaya naming magbilang.
We can dance.	Kaya naming magsayaw.
We can dance.	Kaya naming sumayaw.
We can sing.	Kaya naming kumanta.
We can run.	Kaya naming tumakbo.
We can sit.	Kaya naming umupo.
We can stand.	Kaya naming tumayo.
We can watch.	Kaya naming manood.
We can play.	Kaya naming maglaro.
We can be quiet.	Kaya naming tumahimik.
We can talk.	Kaya naming magsalita.
We can fight.	Kaya naming lumaban.
We can fight.	Kaya naming makipaglaban.
I can stand.	Kaya kong tumayo.
They can stand.	Kaya nilang tumayo.
He can stand.	Kaya niyang tumayo.
I can stand on my own feet.	Kaya kong tumayo sa sarili kong mga paa.
They can stand on their own feet.	Kaya nilang tumayo sa sarili nilang mga paa.
We can stand on our own feet.	Kaya naming tumayo sa sarili naming mga paa.
I have one foot.	Ako ay may isang paa.
I have two feet.	Ako ay may dalawang paa.
I have one hand.	Ako ay may isang kamay.
I have two hands.	Ako ay may dalawang kamay.
I have ten fingers.	Ako ay may sampung daliri.
He has ten fingers.	Siya ay may sampung daliri.
They have ten fingers.	Sila ay may sampung daliri.
Class is about to start.	Magsisimula na ang klase.
Class will start soon.	Malapit na magsimula ang klase.
Class has started.	Nagsimula na ang klase.
Start of classes is near.	Malapit na ang pasukan.
Vacation is long.	Mahaba ang bakasyon.
I study in a private school.	Nag-aaral ako sa pribadong paaralan.
I study in a public school.	Nag-aaral ako sa pampublikong paaralan.
The food in the canteen is delicious.	Masarap ang pagkain sa kantina.
The food in the canteen is not delicious.	Hindi masarap ang pagkain sa kantina.
The banana is delicious.	Masarap ang saging.
The mango is delicious.	Masarap ang mangga.
The grape is delicious.	Masarap ang ubas.
The apple is delicious.	Masarap ang mansanas.
Delicious banana.	Masarap na saging.
Delicious mango.	Masarap na mangga.
Delicious grape.	Masarap na ubas.
Delicious apple.	Masarap na mansanas.
Sweet candy.	Matamis na kendi.
Sweet mango.	Matamis na mangga.
Sweet ice cream.	Matamis na sorbetes.
The ice cream is sweet.	Matamis ang sorbetes.
The ice cream is delicious.	Masarap ang sorbetes.
The exam is easy.	Madali ang pagsusulit.
Easy exam.	Madaling pagsusulit.
Difficult exam.	Mahirap na pagsusulit.
The exam is difficult.	Mahirap ang pagsusulit.
Hard exam.	Mahirap na pagsusulit.
The exam is hard.	Mahirap ang pagsusulit.
Long exam.	Mahabang pagsusulit.
The exam is long.	Mahaba ang pagsusulit.
Many exams.	Maraming pagsusulit.
There are many exams.	Marami ang pagsusulit.
The class is noisy.	Maingay ang klase.
Noisy class.	Maingay na klase.
The blackboard is green.	Berde ang pisara.
The library is quiet.	Ang silid-aklatan ay tahimik.
Quiet library.	Tahimik na silid-aklatan.
Quiet school.	Tahimik na paaralan.
The school is quiet.	Ang paaralan ay tahimik.
The school is quiet.	Tahimik ang paaralan.
The exam is long.	Ang pagsusulit ay mahaba.
The ice cream is delicious.	Ang sorbetes ay masarap.
The mango is deliciious.	Ang mangga ay masarap.
The ice cream is sweet.	Ang sorbetes ay matamis.
The room is cold.	Malamig ang silid.
Cold room.	Malamig na silid.
The room is hot.	Mainit ang silid.
hot room.	Mainit na silid.
hard chair.	Matigas na upuan.
the chair is hard.	Matigas ang upuan.
durable chair.	Matibay na upuan.
the chair is durable.	Matibay ang upuan.
the window is open.	Bukas ang bintana.
the window is open.	Ang bintana.
Open window.	Bukas na bintana.
The school is open.	Ang paaralan ay bukas.
The school is open.	Bukas ang paaralan.
There is school tomorrow.	May pasok bukas.
The room is big.	Ang silid ay malaki.
The room is big.	Malaki ang silid.
Big room.	Malaking silid.
White board.	Puting pisara.
The doorway.	Ang pintuan.
The door.	Ang pinto.
The corridor is long.	Ang pasilyo ay mahaba.
The flag.	Ang watawat.
The flag is up.	Ang watawat ay nakataas.
The flag is rising.	Ang watawat ay itinataas.
Chaotic rally.	Magulo ang rally.
The door was closed.	Sinarado ang pinto.
The door is closed.	Sarado ang pinto.
I closed the door.	Sinarado ko ang pinto.
The door is open.	Bukas ang pinto.
I opened the door.	Binuksan ko ang pinto.
The door was opened.	Binuksan ang pinto.
Open door.	Bukas na pinto.
A pencil was left.	May naiwang lapis.
A pencil was left.	May iniwang lapis.
I have a pencil.	Mayroon akong lapis.
He has a pencil.	Mayroon siyang lapis.
We have a pencil.	Mayroon kaming lapis.
They have a pencil.	Mayroon silang lapis.
I have pencils.	Mayroon akong mga lapis.
He has pencils.	Mayroon siyang mga lapis.
We have pencils.	Mayroon kaming mga lapis.
They have pencils.	Mayroon silang mga lapis.
Taking an exam.	Kumukuha ng pagsusulit.
We are taking an exam.	Kumukuha kami ng pagsusulit.
I am taking an exam.	Kumukuha ako ng pagsusulit.
I am answering the homework.	Nagsasagot ako ng takdang-aralin.
I answered the homework.	Nagsagot ako ng takdang-aralin.
I answered the homework.	Sumagot ako ng takdang-aralin.
They answered the homework.	Nagsagot sila ng takdang-aralin.
I will answer the homework.	Magsasagot ako ng takdang-aralin.
I will answer the homework.	Sasagot ako ng takdang-aralin.
We will answer the homework.	Magsasagot kami ng takdang-aralin.
They will answer the homework.	Magsasagot sila ng takdang-aralin.
They will answer the homework.	Sasagot sila ng takdang-aralin.
I was able to answer the question.	Nakasagot ako sa tanong.
I asked the teacher.	Nagtanong ako sa guro.
I asked my classmate.	Nagtanong ako sa aking kaklase.
I asked the professor.	Nagtanong ako sa propesor.
I asked the guard.	Nagtanong ako sa gwardya.
I answered the teacher.	Sumagot ako sa guro.
I answered my classmate.	Sumagot ako sa aking kaklase.
I answered the professor.	Sumagot ako sa propesor.
I answered the guard.	Sumagot ako sa gwardya.
I asked his name.	Tinanong ko ang kanyang pangalan.
He asked my name.	Tinanong niya ang pangalan ko.
He asked my name.	Tinanog niya ang aking pangalan.
I posted something on the wall.	May dinikit ako sa pader.
I used a blue pen.	Gumamit ako ng asul na panulat.
I used a green pen.	Gumamit ako ng berdeng panulat.
I used a red pen.	Gumamit ako ng pulang panulat.
I used a black pen.	Gumamit ako ng itim na panulat.
I used a purple pen.	Gumamit ako ng lilang panulat.
I have bread.	Mayroon akong tinapay.
I gave him bread.	Binigyan ko siya ng tinapay.
